Edad,Experiencia_Anios,Horas_Trabajo_Semanal,Nivel_Educacion,Num_Proyectos,Certificaciones,Genero,Ciudad,Salario
29,34,44.3,2,10,4,M,Medellín,9400.56
68,10,35.4,2,4,6,M,Barranquilla,5430.44
32,11,33.2,2,22,6,M,Cali,7311.09
58,2,38.6,3,12,1,M,Barranquilla,7232.69
56,38,32.9,3,9,3,F,Barranquilla,9599.69
19,13,39.7,1,6,0,M,Barranquilla,5997.84
46,27,37.1,2,16,4,M,Medellín,8571.17
58,10,35.9,2,15,4,F,Bogotá,8504.04
27,38,35.9,2,7,3,M,Bogotá,8052.35
19,24,48.0,2,16,9,F,Barranquilla,9774.37
68,20,43.0,4,12,6,F,Medellín,10220.95
28,9,26.3,2,10,5,M,Medellín,6917.72
30,14,47.1,3,19,9,F,Medellín,9828.48
27,18,44.1,3,17,2,M,Bogotá,8451.3
31,21,43.7,2,4,1,M,Medellín,5419.66
35,20,47.1,3,5,3,F,Barranquilla,7442.03
68,31,40.1,3,19,8,F,Bogotá,12143.62
26,22,45.0,2,13,9,F,Medellín,8903.68
56,12,36.3,4,11,4,M,Barranquilla,8443.13
45,4,46.8,2,3,0,M,Bogotá,3500.64
20,3,41.7,4,6,2,M,Medellín,7212.77
37,27,29.0,3,10,8,M,Cali,8225.89
23,13,48.3,3,19,6,M,Barranquilla,8324.98
44,7,39.0,4,1,2,F,Cali,5634.32
19,8,37.9,4,3,0,F,Bogotá,5780.9
46,34,36.5,3,6,3,F,Medellín,9011.07
55,36,37.0,4,0,8,M,Barranquilla,10437.47
20,20,41.8,2,14,6,M,Barranquilla,8670.04
33,17,32.1,3,19,4,M,Barranquilla,10125.27
47,32,27.5,1,21,5,M,Cali,9423.16
57,7,31.5,1,23,0,M,Medellín,6552.5
19,16,43.1,4,7,6,F,Medellín,7753.64
34,30,38.7,1,24,4,M,Medellín,8626.31
58,33,48.9,2,4,6,F,Cali,8727.3
29,5,39.5,4,13,4,M,Bogotá,6336.65
52,21,46.7,1,17,4,F,Cali,7851.92
60,13,34.5,2,2,2,M,Bogotá,4847.52
18,2,36.5,3,1,4,M,Cali,6044.31
62,11,40.1,3,24,7,F,Medellín,10400.37
32,35,38.8,4,21,7,M,Medellín,13106.25
43,11,38.1,3,15,1,M,Medellín,8414.95
54,1,33.0,3,13,0,M,Cali,7452.36
38,1,27.3,3,15,1,F,Barranquilla,6327.76
66,14,45.0,3,10,6,F,Cali,9237.03
48,22,44.2,3,16,2,M,Bogotá,8225.87
42,28,35.1,4,2,7,F,Cali,8530.61
40,16,43.0,2,22,3,F,Bogotá,8676.21
41,31,38.7,2,22,9,F,Cali,9634.17
55,6,48.8,1,4,9,F,Barranquilla,6461.8
45,29,29.5,3,2,7,F,Barranquilla,9161.86
38,27,39.0,1,14,1,M,Medellín,7182.85
60,13,38.3,3,22,4,M,Barranquilla,8965.5
35,29,41.3,4,4,5,M,Cali,8486.94
53,16,52.3,3,21,0,F,Barranquilla,9507.93
52,31,39.0,2,2,0,F,Medellín,7393.78
62,5,45.9,4,5,8,F,Cali,8158.27
26,23,38.8,2,22,4,M,Bogotá,9026.1
55,5,48.6,3,13,3,M,Cali,8349.62
47,26,46.0,3,23,0,M,Medellín,10750.91
61,17,37.3,2,1,2,M,Barranquilla,6084.68
51,23,36.8,4,17,3,M,Barranquilla,9741.04
49,36,43.9,2,5,4,M,Cali,9659.37
20,23,34.8,5,23,9,M,Bogotá,11840.3
20,37,41.5,1,4,4,M,Bogotá,6240.17
45,33,37.2,2,13,9,F,Bogotá,9468.46
61,39,42.9,2,16,7,F,Bogotá,10418.82
32,14,38.7,1,10,2,F,Cali,5767.95
58,10,34.5,3,0,6,M,Barranquilla,7263.37
40,21,48.8,3,9,5,M,Bogotá,10000.18
57,23,41.9,4,8,9,M,Cali,10087.12
28,0,39.6,2,19,9,F,Cali,8401.61
65,17,43.4,2,11,9,M,Cali,10163.05
49,11,26.6,3,0,5,F,Bogotá,7693.45
53,27,56.7,2,23,9,F,Bogotá,12303.36
50,39,40.2,3,17,8,M,Cali,11015.44
41,6,24.3,3,11,6,F,Cali,6228.95
56,22,49.6,1,1,6,M,Cali,6721.1
51,20,34.0,4,0,0,F,Barranquilla,7019.79
45,33,48.3,3,0,0,M,Barranquilla,6895.08
54,10,41.0,3,24,8,M,Medellín,8944.91
24,21,27.4,2,0,8,M,Medellín,5818.71
21,34,42.1,2,21,9,F,Bogotá,13101.76
54,28,41.5,2,11,2,M,Barranquilla,8257.06
18,27,49.2,2,6,7,M,Medellín,9408.11
18,17,44.2,2,3,8,M,Cali,6745.21
64,13,30.1,4,20,0,M,Cali,9625.6
37,17,48.0,3,19,2,M,Bogotá,8570.45
36,27,36.7,3,3,5,F,Bogotá,7976.35
46,23,53.8,2,14,3,F,Medellín,9199.72
27,7,37.2,4,0,7,F,Cali,6371.05
35,7,38.3,2,5,8,M,Bogotá,5754.18
45,3,33.4,4,13,6,M,Bogotá,7481.84
52,26,36.0,5,13,0,M,Barranquilla,8831.52
60,35,33.9,3,9,1,F,Medellín,9155.52
64,4,49.4,5,6,0,F,Bogotá,5864.2
48,32,29.3,3,22,8,M,Medellín,11683.67
44,33,46.4,2,23,3,F,Cali,11309.04
28,29,46.6,2,22,9,F,Medellín,10252.56
66,7,51.0,2,21,7,M,Bogotá,8871.29
66,38,40.4,1,11,4,F,Barranquilla,10989.86
55,25,31.8,3,23,4,M,Medellín,11589.58
22,36,38.6,2,18,4,F,Medellín,9811.06
25,33,44.8,4,8,4,F,Cali,8598.98
51,6,40.7,2,2,2,F,Barranquilla,5972.59
65,39,42.9,3,3,5,M,Medellín,8941.69
69,27,50.9,5,12,0,F,Barranquilla,9030.14
29,38,44.7,2,9,7,M,Bogotá,9777.24
55,38,41.6,3,13,3,F,Barranquilla,9816.38
18,27,25.2,4,5,5,M,Bogotá,6469.39
48,13,33.7,2,7,1,M,Cali,6754.91
21,37,36.8,3,18,1,M,Cali,10565.14
66,3,24.2,2,9,7,F,Cali,7760.7
62,17,31.1,4,21,0,M,Bogotá,8997.46
67,24,37.9,3,4,7,F,Medellín,7331.21
22,6,39.2,3,4,9,M,Bogotá,7015.08
47,37,44.0,4,4,9,M,Barranquilla,10049.48
41,27,38.4,2,8,0,M,Barranquilla,6500.0
20,4,42.0,4,22,8,M,Bogotá,7632.59
28,2,36.7,4,8,0,F,Cali,7372.1
62,30,40.3,4,14,3,F,Cali,9456.74
21,19,43.6,4,8,8,M,Barranquilla,7301.73
43,18,51.8,2,13,0,F,Barranquilla,8707.71
44,10,35.9,5,5,8,F,Medellín,8663.35
63,39,41.2,2,21,7,M,Medellín,11633.77
60,2,47.0,3,19,4,F,Medellín,8692.52
44,22,28.5,2,7,5,F,Barranquilla,7976.05
59,6,56.0,5,1,4,M,Medellín,7885.58
68,22,49.4,3,4,3,F,Barranquilla,7075.59
67,6,26.3,4,16,9,M,Barranquilla,8502.09
23,33,43.0,1,9,3,F,Bogotá,6956.82
32,18,35.5,4,13,9,M,Medellín,9224.42
47,8,36.8,4,17,7,F,Bogotá,9018.98
59,17,42.8,3,0,7,F,Bogotá,8059.85
54,24,48.4,2,21,8,F,Medellín,10392.35
54,13,36.3,3,1,2,F,Barranquilla,5909.94
59,24,36.4,1,3,9,F,Barranquilla,8416.77
54,18,43.0,3,12,7,M,Barranquilla,9846.06
52,38,44.6,2,15,2,F,Medellín,9061.97
40,14,31.9,2,4,1,M,Barranquilla,4684.15
23,15,53.8,2,22,1,M,Bogotá,8066.15
21,26,34.9,2,9,8,F,Cali,7971.98
35,39,47.7,1,16,3,M,Medellín,9899.37
26,9,43.6,4,10,4,F,Cali,6735.83
66,3,44.9,3,4,1,F,Bogotá,5278.87
46,18,35.0,2,14,8,F,Cali,8388.33
30,27,26.2,3,3,6,F,Bogotá,8278.83
64,20,39.8,3,6,2,M,Cali,7635.7
69,13,39.9,4,9,5,F,Cali,8872.62
34,32,32.3,2,22,6,F,Barranquilla,9838.33
62,9,47.3,2,23,5,F,Cali,10051.9
49,18,39.6,5,3,9,M,Bogotá,9805.44
65,29,33.5,2,19,9,M,Bogotá,9809.42
39,21,44.7,1,4,5,M,Bogotá,7526.44
21,2,44.9,1,4,7,M,Medellín,5710.82
22,36,34.3,1,10,7,F,Bogotá,9412.32
54,17,49.9,5,18,4,M,Medellín,9995.52
58,10,57.9,2,4,3,M,Bogotá,5947.3
66,1,31.3,4,20,4,M,Medellín,8833.36
30,11,38.5,5,7,8,M,Cali,8777.94
51,5,42.7,3,6,9,F,Cali,8783.78
62,39,58.2,1,7,5,F,Bogotá,9892.22
39,28,34.1,1,12,2,M,Medellín,7685.77
40,29,32.5,3,4,2,M,Barranquilla,7585.48
68,1,32.4,2,17,0,F,Barranquilla,6818.21
20,8,49.8,3,23,4,F,Barranquilla,8131.55
59,1,34.3,2,8,5,F,Cali,7072.65
51,28,33.2,4,1,7,F,Cali,7871.25
49,32,41.8,3,15,8,M,Medellín,10818.96
62,9,42.5,3,13,6,M,Bogotá,9502.81
68,33,48.6,4,16,0,F,Cali,9580.44
66,7,40.7,1,5,6,M,Bogotá,8176.23
38,36,42.0,2,2,9,M,Barranquilla,8138.17
63,32,39.2,1,16,8,M,Barranquilla,9839.25
61,5,29.6,1,12,3,F,Bogotá,7229.75
38,39,38.4,3,5,6,F,Medellín,10607.63
61,18,40.5,2,7,8,F,Barranquilla,8798.48
28,31,36.4,2,24,0,F,Medellín,9370.91
56,26,27.5,5,5,9,M,Barranquilla,11722.8
21,0,30.9,2,15,8,F,Cali,5794.01
68,32,39.7,3,5,3,F,Barranquilla,7675.63
18,39,47.5,1,16,7,M,Medellín,8063.02
45,31,53.5,2,20,2,F,Cali,9026.49
41,4,38.5,3,2,1,M,Barranquilla,4789.63
52,16,34.3,4,22,7,F,Cali,10938.96
30,7,37.0,2,11,7,M,Cali,7891.2
64,33,31.6,1,24,2,M,Barranquilla,10720.89
51,8,46.3,2,5,7,M,Bogotá,7813.0
28,22,57.1,1,20,5,M,Bogotá,7950.06
53,34,34.5,2,6,9,F,Medellín,9890.34
68,6,30.5,3,10,8,M,Medellín,7850.47
34,14,48.1,1,8,9,M,Barranquilla,7932.22
52,19,42.5,3,15,5,F,Cali,9291.63
35,24,42.7,3,4,7,M,Cali,9023.45
57,2,52.7,2,14,1,M,Bogotá,8656.5
39,23,29.1,1,20,0,F,Bogotá,7625.23
41,33,28.8,5,3,9,F,Cali,9374.33
36,21,38.7,2,4,9,F,Cali,6635.54
54,10,40.5,4,6,1,M,Medellín,6460.05
56,7,37.2,2,2,3,M,Cali,6711.47
38,38,59.7,3,3,9,F,Cali,10433.1
25,34,37.5,2,24,8,F,Barranquilla,11071.74
45,37,35.6,2,14,6,F,Cali,10304.16
22,7,41.0,1,1,8,M,Bogotá,6020.5
34,36,47.8,2,23,8,M,Bogotá,10061.36
54,26,34.2,4,24,8,F,Medellín,12712.01
53,27,38.8,3,4,7,M,Medellín,9258.52
36,39,48.0,1,6,5,M,Barranquilla,7307.41
44,33,48.4,3,21,9,M,Medellín,12054.35
51,31,41.7,4,16,6,F,Cali,9958.57
28,14,59.3,3,7,1,F,Cali,7157.64
62,16,55.8,1,8,0,M,Barranquilla,6722.94
64,32,28.8,4,9,4,F,Bogotá,9164.65
29,15,26.5,2,10,7,M,Cali,7753.3
38,28,46.4,3,0,2,M,Cali,7933.22
28,8,50.9,3,14,6,F,Barranquilla,7524.7
56,32,38.2,4,7,4,F,Bogotá,10298.81
45,28,36.0,4,18,9,F,Medellín,11142.18
22,12,33.4,4,11,7,M,Cali,8930.44
34,20,30.7,1,5,5,F,Bogotá,6433.74
37,20,49.1,4,9,5,M,Barranquilla,9780.02
58,4,36.9,1,23,6,M,Barranquilla,7552.62
63,9,42.4,2,4,6,M,Bogotá,6403.28
29,5,25.4,3,23,3,M,Barranquilla,7235.6
23,12,48.0,3,6,9,M,Medellín,7876.33
34,0,44.7,3,6,9,F,Bogotá,6918.68
68,19,29.2,3,22,9,M,Medellín,11327.25
36,7,42.1,4,24,7,M,Barranquilla,8940.2
43,9,40.0,2,21,5,F,Medellín,7841.01
65,8,36.4,2,21,7,M,Medellín,10247.51
61,2,16.8,4,8,6,F,Medellín,7894.27
61,10,34.7,1,14,0,M,Medellín,7024.37
69,11,42.4,3,5,3,F,Bogotá,7236.76
49,9,35.6,3,15,6,F,Barranquilla,8714.87
23,24,38.2,3,6,8,F,Barranquilla,8008.1
53,24,52.0,3,14,1,F,Cali,7424.78
55,10,39.4,2,22,4,F,Medellín,9534.35
28,35,23.2,4,1,8,M,Medellín,9213.74
50,38,38.5,1,7,8,F,Cali,8721.87
41,25,40.8,2,11,5,F,Cali,8458.01
40,13,33.4,1,10,6,F,Medellín,6568.08
32,38,45.9,3,5,8,M,Barranquilla,10927.28
44,39,28.3,3,19,9,F,Cali,12261.75
28,0,38.9,4,12,7,M,Medellín,6705.23
68,3,28.2,3,22,9,M,Barranquilla,8776.31
67,29,37.6,3,15,5,F,Bogotá,10559.43
34,11,45.7,4,7,5,M,Cali,7862.99
68,34,38.7,3,16,6,M,Cali,11534.88
31,12,38.2,3,12,6,M,Barranquilla,7833.34
44,30,40.2,3,3,1,M,Bogotá,7145.13
35,37,40.6,2,19,8,M,Barranquilla,11231.72
45,22,45.6,4,9,3,F,Cali,9224.28
68,3,45.6,2,24,9,M,Bogotá,10809.98
64,15,51.4,3,21,8,M,Medellín,11278.56
64,6,41.3,3,19,9,M,Cali,9110.03
21,21,26.7,4,15,2,M,Barranquilla,8510.66
24,28,46.9,4,16,4,M,Barranquilla,9534.86
62,10,50.8,3,7,4,F,Barranquilla,6995.99
52,32,59.7,3,10,6,M,Barranquilla,8724.39
65,28,51.6,2,24,3,M,Barranquilla,12417.19
26,38,36.1,3,4,3,M,Cali,7864.38
25,11,41.5,4,20,0,F,Bogotá,7926.55
69,6,37.8,4,15,5,F,Barranquilla,9247.85
62,38,36.7,4,23,3,F,Barranquilla,12089.85
34,25,39.1,1,7,9,M,Medellín,6059.24
34,39,50.3,4,20,9,M,Medellín,12291.91
66,8,27.3,4,15,4,M,Bogotá,10216.42
50,33,32.0,2,3,8,M,Cali,8660.53
49,12,49.8,3,5,3,M,Cali,8440.09
25,35,51.6,4,20,0,M,Bogotá,10124.13
36,24,34.7,3,7,8,M,Bogotá,8499.59
55,23,53.2,5,8,4,M,Bogotá,9888.53
20,16,47.8,3,12,9,M,Barranquilla,8767.06
22,1,37.9,3,16,6,M,Cali,7330.77
30,12,20.5,4,8,2,M,Bogotá,6411.84
64,30,26.7,3,12,3,F,Medellín,8349.4
63,28,34.7,4,8,9,F,Barranquilla,11044.5
48,27,46.1,3,5,8,F,Barranquilla,9327.38
33,26,46.1,2,9,9,F,Barranquilla,10308.05
67,14,36.3,1,4,0,M,Barranquilla,5792.82
49,30,38.1,2,6,4,F,Bogotá,7005.42
39,39,39.7,3,10,7,F,Barranquilla,10548.43
46,14,38.3,4,23,9,F,Medellín,10965.24
39,32,41.3,2,8,6,F,Medellín,8469.81
60,19,39.8,2,24,3,F,Bogotá,10091.74
20,11,26.6,2,9,6,M,Barranquilla,6957.1
27,36,38.3,3,10,0,F,Medellín,7371.97
59,8,39.8,5,2,5,F,Cali,7577.72
38,22,47.9,3,7,8,M,Barranquilla,9744.04
33,7,33.3,3,16,2,F,Bogotá,6420.71
29,31,41.6,3,6,3,M,Cali,8011.11
19,13,44.5,1,11,7,M,Barranquilla,7084.24
58,26,38.8,3,15,4,M,Cali,8788.89
41,24,26.0,3,14,4,M,Barranquilla,8736.27
52,12,48.1,3,20,0,F,Barranquilla,8276.5
47,20,46.0,4,12,5,F,Medellín,9146.22
47,30,41.8,4,17,1,M,Cali,8717.55
64,36,40.3,4,17,0,F,Cali,10624.25
52,4,25.7,4,23,5,M,Bogotá,8770.65
36,12,46.2,5,4,4,F,Bogotá,8685.62
67,27,51.9,3,13,4,F,Cali,10306.04
25,24,31.1,1,10,8,M,Medellín,7189.87
43,34,50.8,3,2,9,F,Medellín,9280.62
66,38,49.1,4,16,9,M,Barranquilla,12746.6
57,6,30.9,1,22,2,M,Bogotá,7090.84
24,37,36.8,1,11,0,F,Bogotá,6219.87
47,31,28.8,1,2,7,F,Bogotá,7960.89
24,2,39.5,3,22,4,M,Barranquilla,8213.43
20,38,43.6,3,1,4,M,Medellín,8706.72
18,36,29.4,2,3,7,F,Bogotá,8782.0
53,21,43.1,1,17,7,F,Barranquilla,8428.81
42,7,45.1,3,19,1,F,Cali,8394.31
54,16,45.2,2,20,2,F,Medellín,7694.57
18,26,43.6,2,13,9,M,Cali,9329.73
32,32,30.2,3,7,9,F,Bogotá,8886.04
54,16,39.0,3,1,0,F,Barranquilla,6669.65
30,11,42.8,2,18,2,M,Medellín,6125.72
57,26,51.7,3,9,3,F,Bogotá,9394.68
25,7,40.0,2,4,6,M,Medellín,5335.66
22,22,43.4,4,10,8,M,Barranquilla,9647.27
26,28,32.5,2,8,4,F,Barranquilla,7935.69
18,19,30.8,2,15,0,F,Bogotá,7040.33
53,15,29.7,4,4,1,M,Medellín,7188.58
52,16,36.6,3,14,9,M,Barranquilla,8675.27
19,15,56.5,2,13,1,F,Medellín,7974.76
57,18,36.8,1,8,8,M,Medellín,7873.04
40,7,42.9,4,19,9,M,Cali,9677.54
26,37,44.5,4,4,6,M,Bogotá,10565.37
51,37,31.3,2,14,1,M,Bogotá,8373.35
63,28,36.5,3,8,0,M,Medellín,8284.51
31,35,45.0,1,3,4,M,Cali,7545.81
21,25,43.4,3,20,0,M,Medellín,8390.6
47,30,24.0,1,20,8,F,Bogotá,10153.6
48,11,44.8,2,3,2,M,Bogotá,5546.95
55,16,35.6,1,19,1,F,Medellín,7614.45
28,14,35.8,3,20,5,M,Medellín,8862.01
52,8,43.2,2,21,2,F,Medellín,9101.61
25,38,52.2,2,6,4,M,Bogotá,9792.96
20,11,38.4,1,14,9,F,Medellín,7571.6
31,31,49.4,2,21,7,F,Medellín,11375.39
30,24,28.5,4,16,9,F,Barranquilla,9737.43
62,38,41.0,2,17,1,F,Bogotá,11746.05
49,17,35.7,3,6,4,M,Medellín,7444.73
51,14,42.3,2,18,7,M,Cali,9063.23
62,31,37.6,2,9,0,M,Bogotá,8599.63
36,5,29.3,3,12,9,M,Medellín,8661.53
55,34,32.9,5,1,9,F,Medellín,10371.35
33,33,26.9,1,21,3,M,Barranquilla,7381.94
19,37,29.5,1,19,4,M,Barranquilla,9482.19
57,4,43.8,3,10,9,M,Bogotá,7673.92
34,17,38.0,4,4,2,M,Barranquilla,7779.36
51,15,41.8,5,5,1,F,Barranquilla,8503.85
59,7,54.5,3,2,2,M,Bogotá,6646.56
33,24,37.6,3,0,4,M,Cali,7832.45
55,31,45.1,3,2,6,F,Medellín,8579.25
19,25,40.2,3,2,1,F,Medellín,7617.81
19,21,62.1,3,21,6,M,Barranquilla,9936.85
43,30,15.9,4,3,5,F,Medellín,8425.24
30,9,34.3,3,6,6,M,Barranquilla,7817.52
64,11,45.2,3,14,6,M,Bogotá,8505.85
48,27,34.0,3,10,8,M,Bogotá,7986.19
51,5,44.5,3,17,6,M,Bogotá,7584.37
56,19,39.5,3,11,5,F,Medellín,9980.56
20,4,46.9,3,3,9,F,Barranquilla,6883.47
25,22,30.9,1,23,7,F,Barranquilla,9144.61
40,8,41.4,2,10,6,F,Medellín,7889.59
31,28,43.7,3,5,5,M,Bogotá,8506.95
44,15,41.1,4,18,3,F,Cali,8956.35
46,21,41.2,2,17,6,F,Barranquilla,8837.1
56,7,49.6,3,14,7,M,Barranquilla,7843.66
56,19,26.6,2,2,7,M,Medellín,6605.44
18,13,41.0,1,16,3,F,Cali,6764.77
34,38,30.3,5,0,9,M,Bogotá,10019.94
58,36,46.1,4,1,8,M,Barranquilla,10631.96
47,33,33.3,1,18,2,M,Medellín,8805.88
30,10,20.2,3,8,8,F,Cali,6561.81
38,39,46.3,2,7,2,F,Medellín,8700.99
36,32,37.9,5,11,6,F,Cali,10696.98
36,30,42.9,2,14,3,M,Medellín,8737.31
42,33,51.4,2,24,4,F,Cali,10766.79
39,6,43.0,3,22,2,M,Barranquilla,9712.55
48,22,41.4,4,6,1,F,Cali,7047.52
34,6,39.6,2,20,7,M,Bogotá,7458.24
40,24,30.8,3,15,6,M,Barranquilla,8020.49
49,2,38.3,1,6,6,F,Bogotá,5953.55
27,37,55.8,4,19,7,F,Barranquilla,10103.22
27,19,37.0,1,20,0,F,Cali,7329.34
53,33,38.8,4,11,7,F,Barranquilla,10722.05
25,29,50.1,3,16,9,M,Medellín,9957.41
69,16,27.7,2,10,4,F,Cali,8298.01
37,9,45.0,5,3,7,M,Medellín,8317.28
49,34,27.3,5,18,8,M,Medellín,13398.58
67,19,43.2,3,1,1,F,Medellín,7653.44
31,17,39.8,1,1,2,M,Medellín,5201.49
67,26,44.9,3,23,5,F,Bogotá,9363.45
45,35,31.9,3,16,8,F,Cali,11667.21
63,22,35.7,3,23,9,F,Medellín,12180.64
69,31,45.3,3,8,9,M,Bogotá,11703.41
41,9,35.9,1,21,7,F,Barranquilla,6373.3
32,10,46.0,3,0,5,F,Medellín,6454.07
39,37,41.7,3,9,4,M,Medellín,9967.33
47,5,36.4,1,22,2,F,Bogotá,8122.25
21,33,37.5,3,14,3,F,Barranquilla,9489.02
30,35,40.0,3,20,6,M,Barranquilla,10798.45
40,36,38.2,3,14,6,F,Bogotá,9518.32
25,16,45.8,1,24,2,M,Medellín,7778.34
35,39,37.0,3,22,3,M,Cali,11101.06
29,39,35.4,2,20,2,M,Bogotá,10302.27
48,11,47.3,3,1,1,M,Cali,4840.51
31,20,36.6,4,13,5,M,Medellín,9220.36
51,39,35.7,3,3,6,M,Medellín,8312.27
35,18,20.1,1,17,3,M,Barranquilla,7469.2
51,2,31.7,3,8,4,M,Medellín,5752.58
28,17,33.3,5,1,7,M,Barranquilla,6925.09
58,18,35.7,2,1,8,F,Barranquilla,9093.88
29,5,34.2,4,17,6,F,Medellín,7272.28
66,15,47.9,3,16,9,F,Barranquilla,9779.15
32,7,33.8,4,8,0,M,Medellín,6310.7
48,17,34.4,2,7,2,M,Barranquilla,5150.08
66,38,41.2,2,1,4,M,Barranquilla,9356.32
46,11,31.2,4,1,2,F,Medellín,5957.42
43,9,52.5,2,4,0,F,Cali,4746.36
35,6,46.4,1,11,1,F,Bogotá,6310.51
49,0,30.7,3,15,7,M,Medellín,6816.8
39,35,48.1,1,13,6,M,Barranquilla,9614.61
55,20,49.8,4,19,9,F,Bogotá,11320.84
34,36,30.9,3,1,2,F,Cali,7759.33
40,23,30.7,4,23,3,M,Medellín,10115.39
41,24,35.1,4,7,2,F,Barranquilla,8314.39
67,6,28.7,1,3,3,F,Barranquilla,3723.82
25,16,33.8,2,19,7,M,Medellín,7892.61
58,28,36.8,4,8,8,F,Barranquilla,9571.39
23,29,44.0,2,19,6,M,Bogotá,10421.01
22,6,40.6,5,24,8,M,Barranquilla,10245.9
61,32,38.8,3,18,8,M,Bogotá,11436.08
46,6,36.1,1,1,6,F,Bogotá,6976.01
45,23,29.5,4,15,6,M,Medellín,8287.92
28,10,44.7,1,10,7,M,Barranquilla,7902.09
18,8,44.6,1,7,9,M,Bogotá,6408.44
60,11,35.1,3,11,2,F,Barranquilla,7022.36
36,34,31.2,4,2,7,F,Bogotá,8800.58
26,3,52.4,3,12,0,F,Cali,5717.47
44,35,42.0,2,1,5,M,Medellín,9350.06
51,27,43.2,2,12,1,F,Medellín,8414.35
61,12,43.5,2,7,6,F,Medellín,8226.67
21,22,30.4,2,14,2,F,Bogotá,6727.27
53,18,52.0,2,23,9,F,Cali,10693.94
35,36,36.8,3,20,4,M,Bogotá,11234.44
32,38,46.6,4,8,9,M,Medellín,11699.93
68,23,51.7,2,10,1,M,Bogotá,7143.7
30,15,40.7,2,21,0,M,Medellín,8227.36
36,32,30.5,4,20,4,M,Barranquilla,10500.81
66,11,20.1,3,2,8,M,Bogotá,7963.8
23,33,39.7,4,6,8,F,Barranquilla,9208.1
65,6,42.0,2,13,6,F,Bogotá,9215.65
29,10,35.4,1,14,8,F,Medellín,7544.14
68,30,41.1,3,8,3,F,Barranquilla,8806.1
54,28,43.4,3,19,2,M,Bogotá,9529.86
34,12,48.0,3,10,3,M,Medellín,8017.53
40,30,38.2,3,6,6,F,Bogotá,9470.22
43,1,39.6,2,11,7,F,Barranquilla,7033.46
46,38,38.6,3,18,1,M,Bogotá,9819.55
50,14,40.3,3,17,4,F,Bogotá,9578.6
44,10,35.9,2,12,4,F,Barranquilla,6757.57
42,33,35.9,3,10,8,F,Medellín,9567.33
27,38,36.4,3,0,2,M,Bogotá,9681.87
64,3,41.3,2,5,5,M,Bogotá,6862.46
40,10,33.2,2,20,9,M,Cali,8932.22
38,28,36.4,2,1,4,F,Cali,6800.53
38,1,54.5,1,12,1,M,Medellín,5319.29
60,15,47.2,3,12,1,F,Barranquilla,9046.29
30,38,32.3,4,18,3,F,Medellín,11197.36
54,12,46.9,2,8,3,M,Medellín,6554.36
50,36,45.0,1,18,6,M,Medellín,9900.96
41,16,39.2,5,22,0,M,Bogotá,8480.65
61,20,34.3,2,0,5,M,Bogotá,7350.05
28,18,33.4,1,22,8,M,Medellín,5706.83
34,6,41.8,2,24,1,M,Medellín,6304.14
21,37,33.2,3,7,4,M,Cali,8696.84
64,7,48.8,2,22,9,F,Barranquilla,7732.34
42,12,51.0,3,13,9,M,Medellín,10962.35
47,36,39.7,2,23,3,F,Cali,9801.17
26,1,49.1,1,15,3,M,Medellín,6253.53
38,10,36.7,2,3,7,F,Barranquilla,7574.73
37,23,34.3,3,17,5,F,Medellín,9534.35
36,5,48.8,3,13,6,M,Barranquilla,7787.91
36,25,52.6,1,8,8,M,Bogotá,7794.78
29,6,55.7,2,14,2,M,Barranquilla,5566.04
54,38,42.7,3,2,1,F,Medellín,8090.01
59,18,46.9,4,3,2,M,Cali,7960.93
34,5,42.5,2,22,7,M,Bogotá,8406.74
54,28,51.2,3,17,8,F,Cali,10234.06
65,38,43.5,2,13,9,F,Medellín,12028.25
56,1,46.4,2,14,4,F,Bogotá,6011.55
45,18,30.9,1,7,7,F,Cali,7744.43
58,3,38.2,4,9,6,F,Medellín,8723.56
52,5,46.5,2,23,8,F,Cali,9447.92
64,36,45.8,4,11,3,F,Barranquilla,11918.11
65,27,47.2,3,20,9,F,Barranquilla,12017.46
35,29,41.0,4,8,2,M,Medellín,9773.01
31,6,34.8,2,7,8,M,Cali,4583.53
52,8,39.5,2,16,7,F,Medellín,9102.85
61,24,40.4,5,8,6,F,Cali,10679.54
58,32,41.9,3,12,0,F,Bogotá,9506.38
24,0,32.3,4,13,1,F,Medellín,6838.25
58,5,37.9,1,4,8,F,Medellín,6113.61
30,17,39.3,2,8,4,M,Cali,7566.6
35,9,22.1,3,24,0,F,Medellín,9231.61
54,27,46.7,1,15,8,F,Bogotá,8108.24
30,10,41.3,3,18,0,M,Cali,8281.45
53,32,42.1,2,23,7,F,Cali,11073.45
48,0,35.9,1,22,4,F,Cali,6650.84
19,12,44.7,2,6,5,M,Bogotá,5357.05
33,36,33.3,2,11,0,F,Bogotá,8328.36
26,19,34.6,1,1,1,F,Medellín,6275.04
26,0,45.0,3,17,6,F,Cali,7253.86
55,2,42.9,2,17,1,M,Bogotá,7451.85
28,17,29.8,2,15,4,F,Barranquilla,7598.61
39,13,52.6,4,10,8,F,Medellín,7789.22
50,30,33.9,3,1,4,M,Bogotá,7935.03
53,26,38.9,2,13,2,M,Bogotá,7916.75
62,16,54.0,3,3,5,F,Bogotá,7189.22
40,28,23.5,4,6,6,F,Medellín,8668.23
62,35,26.3,1,1,9,F,Bogotá,8409.82
62,36,43.5,2,20,9,F,Bogotá,12587.75
